a,b,conflict_rate,expected_if_independent,multiplier,z,p_value,significant
modernbert_reasoning,rps_lines_ending_with_terminal_punctution_mark,0.13136833886394692,0.12366284044555469,1.0623105404228907,5.297947995128486,1.1711130786235412e-07,True
modernbert_reasoning,rps_doc_frac_no_alph_words,0.13556509857505367,0.12500976009681647,1.0844361149886408,7.223717891847165,5.058514261786016e-13,True
modernbert_reasoning,rps_doc_frac_chars_top_2gram,0.09234823345695882,0.12500976009681647,0.7387281871866466,-22.352447991112193,1.143022280966931e-110,False
modernbert_reasoning,rps_doc_frac_chars_top_3gram,0.15098575053679486,0.12499999980948848,1.2078860061352885,17.784367056050566,9.341226245132746e-71,True
modernbert_reasoning,rps_lines_uppercase_letter_fraction,0.10905719305094672,0.12500976009681647,0.8723894275653761,-10.91739921251544,9.518238525020174e-28,False
modernbert_reasoning,rps_doc_frac_unique_words,0.2644739410501659,0.124677910327665,2.12125740923235,95.78076840919054,0.0,True
modernbert_reasoning,rps_lines_numerical_chars_fraction,0.15500683193441342,0.12500976009681647,1.2399578386068821,20.52898492862563,1.1862706774513588e-93,True
modernbert_reasoning,rps_doc_unigram_entropy,0.012121803630685145,0.12500976009681647,0.09696685779812038,-77.25671257058958,0.0,False
modernbert_professionalism,modernbert_cleanliness,0.1577981651376147,0.12500976009681647,1.262286760772955,22.439279292339805,1.6286267559489547e-111,True
modernbert_professionalism,ad_en,0.1558461838766348,0.12496095866017654,1.247158997078829,21.140344549437703,3.3859704452606942e-99,True
modernbert_professionalism,rps_lines_ending_with_terminal_punctution_mark,0.2613117314073785,0.12366284044555469,2.1130982473463953,94.64107658009442,0.0,True
modernbert_professionalism,rps_doc_frac_no_alph_words,0.22262346281475698,0.12500976009681647,1.7808486524759466,66.80352811677884,0.0,True
modernbert_professionalism,rps_doc_frac_chars_top_2gram,0.08902986531329299,0.12500976009681647,0.712183314681525,-24.623427304618556,7.08999127288841e-134,False
modernbert_professionalism,rps_doc_frac_chars_top_3gram,0.13630685145422605,0.12499999980948848,1.090454813295762,7.738287110059024,1.0076509810607994e-14,True
modernbert_professionalism,rps_lines_uppercase_letter_fraction,0.14950224477845012,0.12500976009681647,1.1959245795101512,16.761831008573896,4.6410826918932695e-63,True
modernbert_professionalism,rps_doc_frac_unique_words,0.21190708569197736,0.124677910327665,1.6996361675862715,59.76476871992553,0.0,True
modernbert_professionalism,rps_lines_numerical_chars_fraction,0.13025570954518836,0.12500976009681647,1.0419643189804464,3.590150990236982,0.000330486467131962,True
modernbert_professionalism,rps_doc_unigram_entropy,0.0796993948858091,0.12500976009681647,0.6375453790494775,-31.008886786124688,4.091134361544391e-211,False
modernbert_cleanliness,ad_en,0.13382783525278158,0.12496095866017654,1.070957174846249,6.0692070377109,1.2854334633127118e-09,True
modernbert_cleanliness,rps_lines_ending_with_terminal_punctution_mark,0.05688073394495413,0.12366284044555469,0.45996625777003025,-45.91631949476636,0.0,False
modernbert_cleanliness,rps_doc_frac_no_alph_words,0.06687487800117119,0.12500976009681647,0.5349572541326254,-39.78555389773458,0.0,False
modernbert_cleanliness,rps_doc_frac_chars_top_2gram,0.11485457739605699,0.12500976009681647,0.9187648812949119,-6.949864764801379,3.656365439906244e-12,False
modernbert_cleanliness,rps_doc_frac_chars_top_3gram,0.1281670895959399,0.12499999980948848,1.0253367183302269,2.1675220336248846,0.030195071485386363,False
modernbert_cleanliness,rps_lines_uppercase_letter_fraction,0.08612141323443295,0.12500976009681647,0.6889175146623303,-26.613873879397666,4.690326424850658e-156,False
modernbert_cleanliness,rps_doc_frac_unique_words,0.196310755416748,0.124677910327665,1.5745431961509886,49.078996810633754,0.0,True
modernbert_cleanliness,rps_lines_numerical_chars_fraction,0.14481748975209838,0.12500976009681647,1.158449465385274,13.555742565976676,7.32669274630186e-42,True
modernbert_cleanliness,rps_doc_unigram_entropy,0.043275424555924265,0.12500976009681647,0.34617636672855534,-55.93622442731807,0.0,False
ad_en,rps_lines_ending_with_terminal_punctution_mark,0.08524302166699199,0.12361450538116997,0.6895875318526894,-26.38690553232005,1.9367999461804402e-153,False
ad_en,rps_doc_frac_no_alph_words,0.07706422018348624,0.12496095866017654,0.6167063778140303,-32.78439924252097,9.825614901298565e-236,False
ad_en,rps_doc_frac_chars_top_2gram,0.10663673628733164,0.12496095866017654,0.8533604209721497,-12.542578914270873,4.365537322505678e-36,False
ad_en,rps_doc_frac_chars_top_3gram,0.12996291235604138,0.12495120065898704,1.040109352056025,3.4305353935017497,0.0006023913810298864,True
ad_en,rps_lines_uppercase_letter_fraction,0.06984188951786063,0.12496095866017654,0.5589096808051166,-37.72794612136753,0.0,False
ad_en,rps_doc_frac_unique_words,0.14380245949638884,0.12462927654118217,1.1538417255344584,13.13863804732536,1.9775400931491746e-39,True
ad_en,rps_lines_numerical_chars_fraction,0.10066367362873316,0.12496095866017654,0.8055609904728859,-16.631025792452082,4.15420738262655e-62,False
ad_en,rps_doc_unigram_entropy,0.08213937146203397,0.12496095866017654,0.657320273009483,-29.310555489817983,7.6091489037897e-189,False
rps_lines_ending_with_terminal_punctution_mark,rps_doc_frac_no_alph_words,0.023091938317392154,0.12366284044555469,0.18673304150375628,-69.14794869419194,0.0,False
rps_lines_ending_with_terminal_punctution_mark,rps_doc_frac_chars_top_2gram,0.13546749951200468,0.12366284044555469,1.0954584176129065,8.11634321862899,4.804407009979705e-16,True
rps_lines_ending_with_terminal_punctution_mark,rps_doc_frac_chars_top_3gram,0.12145227405816904,0.1236531556007974,0.9822011696188838,-1.5132763006778596,0.13020948998306417,False
rps_lines_ending_with_terminal_punctution_mark,rps_lines_uppercase_letter_fraction,0.0407183291040406,0.12366284044555469,0.32926891342082465,-57.02884923313977,0.0,False
rps_lines_ending_with_terminal_punctution_mark,rps_doc_frac_unique_words,0.10331836814366582,0.12333530919204093,0.8377030780600918,-13.778419942314489,3.4371277471210874e-43,False
rps_lines_ending_with_terminal_punctution_mark,rps_lines_numerical_chars_fraction,0.08805387468280304,0.12366284044555469,0.7120479714483893,-24.483094866526827,2.236315295905635e-132,False
rps_lines_ending_with_terminal_punctution_mark,rps_doc_unigram_entropy,0.1019715010735897,0.12366284044555469,0.8245929068602053,-14.913972036260834,2.673630893207582e-50,False
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_2gram,0.13425727113019714,0.12500976009681647,1.073974312295446,6.328684868288774,2.472594965457102e-10,True
rps_doc_frac_no_alph_words,rps_doc_frac_chars_top_3gram,0.1167284794065977,0.12499999980948848,0.9338278366760213,-5.660939200884481,1.5054676206872922e-08,False
rps_doc_frac_no_alph_words,rps_lines_uppercase_letter_fraction,0.05303533086082374,0.12500976009681647,0.42424952115538334,-49.256873505240534,0.0,False
rps_doc_frac_no_alph_words,rps_doc_frac_unique_words,0.12231114581300019,0.124677910327665,0.9810169699793273,-1.6215805462187045,0.10489319081566364,False
rps_doc_frac_no_alph_words,rps_lines_numerical_chars_fraction,0.06818270544602772,0.12500976009681647,0.5454190568258205,-38.89052087417619,0.0,False
rps_doc_frac_no_alph_words,rps_doc_unigram_entropy,0.09154792113995705,0.12500976009681647,0.7323261885236466,-22.90015476672255,4.629707646521778e-116,False
rps_doc_frac_chars_top_2gram,rps_doc_frac_chars_top_3gram,0.06915869607651766,0.12499999980948848,0.5532695694553751,-38.21718498330654,0.0,False
rps_doc_frac_chars_top_2gram,rps_lines_uppercase_letter_fraction,0.10314268983017763,0.12500976009681647,0.8250770959827183,-14.96508587129443,1.241635452762043e-50,False
rps_doc_frac_chars_top_2gram,rps_doc_frac_unique_words,0.17491704079640835,0.124677910327665,1.402951335458786,34.42116700765029,1.2163623380599623e-259,True
rps_doc_frac_chars_top_2gram,rps_lines_numerical_chars_fraction,0.13011907085691976,0.12500976009681647,1.0408712948184708,3.4966400773278963,0.00047115705649427377,True
rps_doc_frac_chars_top_2gram,rps_doc_unigram_entropy,0.07741557681046261,0.12500976009681647,0.6192762609135997,-32.57185490189083,1.0270549305735303e-232,False
rps_doc_frac_chars_top_3gram,rps_lines_uppercase_letter_fraction,0.13658012883076323,0.12499999980948848,1.0926410323113915,7.92531519415993,2.2756835910971845e-15,True
rps_doc_frac_chars_top_3gram,rps_doc_frac_unique_words,0.09123560413820027,0.12466819500106097,0.7318274250896456,-22.90698974241832,3.957652578036975e-116,False
rps_doc_frac_chars_top_3gram,rps_lines_numerical_chars_fraction,0.11823150497755222,0.12499999980948848,0.9458520412619835,-4.6322847383294965,3.6165228664389047e-06,False
rps_doc_frac_chars_top_3gram,rps_doc_unigram_entropy,0.1446027718133906,0.12499999980948848,1.1568221762702284,13.415925377407966,4.878058600555093e-41,True
rps_lines_uppercase_letter_fraction,rps_doc_frac_unique_words,0.15797384345110288,0.124677910327665,1.2670555917718953,22.812593769521058,3.438557157169213e-115,True
rps_lines_uppercase_letter_fraction,rps_lines_numerical_chars_fraction,0.09053289088424751,0.12500976009681647,0.7242065804632566,-23.594807262618616,4.3574860335664174e-123,False
rps_lines_uppercase_letter_fraction,rps_doc_unigram_entropy,0.08227601015030256,0.12500976009681647,0.6581566918181601,-29.245538142696216,5.116971202093005e-188,False
rps_doc_frac_unique_words,rps_lines_numerical_chars_fraction,0.09734530548506734,0.124677910327665,0.7807742785328607,-18.726839960466737,2.9915427502985285e-78,False
rps_doc_frac_unique_words,rps_doc_unigram_entropy,0.2979308998633613,0.124677910327665,2.389604534438952,118.70368837480517,0.0,True
rps_lines_numerical_chars_fraction,rps_doc_unigram_entropy,0.17634198711692367,0.12500976009681647,1.4106257541839282,35.130046044287134,2.3449188199747718e-270,True
